Gene stable ID	Transcript stable ID	GO term accession	GO term name	UniProtKB/Swiss-Prot ID
ATCG00500	ATCG00500.1	GO:0005524	ATP binding	P56765
ATCG00500	ATCG00500.1	GO:0006633	fatty acid biosynthetic process	P56765
ATCG00500	ATCG00500.1	GO:0006629	lipid metabolic process	P56765
ATCG00500	ATCG00500.1	GO:0008270	zinc ion binding	P56765
ATCG00500	ATCG00500.1	GO:0031969	chloroplast membrane	P56765
ATCG00500	ATCG00500.1	GO:0003989	acetyl-CoA carboxylase activity	P56765
ATCG00500	ATCG00500.1	GO:0006631	fatty acid metabolic process	P56765
ATCG00500	ATCG00500.1	GO:0009317	acetyl-CoA carboxylase complex	P56765
ATCG00500	ATCG00500.1	GO:0016743	carboxyl- or carbamoyltransferase activity	P56765
ATCG00340	ATCG00340.1	GO:0010287	plastoglobule	P56767
ATCG00340	ATCG00340.1	GO:0009941	chloroplast envelope	P56767
ATCG00340	ATCG00340.1	GO:0009534	chloroplast thylakoid	P56767
ATCG00340	ATCG00340.1	GO:0051539	4 iron, 4 sulfur cluster binding	P56767
ATCG00340	ATCG00340.1	GO:0046872	metal ion binding	P56767
ATCG00340	ATCG00340.1	GO:0016020	membrane	P56767
ATCG00340	ATCG00340.1	GO:0016021	integral component of membrane	P56767
ATCG00340	ATCG00340.1	GO:0016491	oxidoreductase activity	P56767
ATCG00340	ATCG00340.1	GO:0015979	photosynthesis	P56767
ATCG00340	ATCG00340.1	GO:0055114	oxidation-reduction process	P56767
ATCG00340	ATCG00340.1	GO:0009507	chloroplast	P56767
ATCG00340	ATCG00340.1	GO:0009536	plastid	P56767
ATCG00340	ATCG00340.1	GO:0000287	magnesium ion binding	P56767
ATCG00340	ATCG00340.1	GO:0009535	chloroplast thylakoid membrane	P56767
ATCG00340	ATCG00340.1	GO:0009579	thylakoid	P56767
ATCG00340	ATCG00340.1	GO:0022900	electron transport chain	P56767
ATCG00340	ATCG00340.1	GO:0009507	chloroplast	P56767
ATCG00340	ATCG00340.1	GO:0009535	chloroplast thylakoid membrane	P56767
ATCG00340	ATCG00340.1	GO:0009536	plastid	P56767
ATCG00340	ATCG00340.1	GO:0009055	electron transfer activity	P56767
ATCG00340	ATCG00340.1	GO:0051536	iron-sulfur cluster binding	P56767
ATCG00340	ATCG00340.1	GO:0009579	thylakoid	P56767
ATCG00340	ATCG00340.1	GO:0009522	photosystem I	P56767
ATCG00340	ATCG00340.1	GO:0018298	protein-chromophore linkage	P56767
ATCG00340	ATCG00340.1	GO:0016168	chlorophyll binding	P56767
ATCG00340	ATCG00340.1	GO:0016020	membrane	P56767
ATCG00540	ATCG00540.1	GO:0009512	cytochrome b6f complex	P56771
ATCG00540	ATCG00540.1	GO:0009534	chloroplast thylakoid	P56771
ATCG00540	ATCG00540.1	GO:0046872	metal ion binding	P56771
ATCG00540	ATCG00540.1	GO:0016020	membrane	P56771
ATCG00540	ATCG00540.1	GO:0016021	integral component of membrane	P56771
ATCG00540	ATCG00540.1	GO:0015979	photosynthesis	P56771
ATCG00540	ATCG00540.1	GO:0055114	oxidation-reduction process	P56771
ATCG00540	ATCG00540.1	GO:0009507	chloroplast	P56771
ATCG00540	ATCG00540.1	GO:0009536	plastid	P56771
ATCG00540	ATCG00540.1	GO:0009535	chloroplast thylakoid membrane	P56771
ATCG00540	ATCG00540.1	GO:0009579	thylakoid	P56771
ATCG00540	ATCG00540.1	GO:0005506	iron ion binding	P56771
ATCG00540	ATCG00540.1	GO:0020037	heme binding	P56771
ATCG00540	ATCG00540.1	GO:0022900	electron transport chain	P56771
ATCG00540	ATCG00540.1	GO:0009507	chloroplast	P56771
ATCG00540	ATCG00540.1	GO:0009535	chloroplast thylakoid membrane	P56771
ATCG00540	ATCG00540.1	GO:0009536	plastid	P56771
ATCG00540	ATCG00540.1	GO:0009055	electron transfer activity	P56771
ATCG00540	ATCG00540.1	GO:0009579	thylakoid	P56771
ATCG00540	ATCG00540.1	GO:0031361	integral component of thylakoid membrane	P56771
ATCG00540	ATCG00540.1	GO:0009507	chloroplast	P56771
ATCG00540	ATCG00540.1	GO:0009767	photosynthetic electron transport chain	P56771
ATCG00540	ATCG00540.1	GO:0016020	membrane	P56771
ATCG00720	ATCG00720.1	GO:0009534	chloroplast thylakoid	P56773
ATCG00720	ATCG00720.1	GO:0046872	metal ion binding	P56773
ATCG00720	ATCG00720.1	GO:0016020	membrane	P56773
ATCG00720	ATCG00720.1	GO:0016021	integral component of membrane	P56773
ATCG00720	ATCG00720.1	GO:0015979	photosynthesis	P56773
ATCG00720	ATCG00720.1	GO:0055114	oxidation-reduction process	P56773
ATCG00720	ATCG00720.1	GO:0009507	chloroplast	P56773
ATCG00720	ATCG00720.1	GO:0009536	plastid	P56773
ATCG00720	ATCG00720.1	GO:0009535	chloroplast thylakoid membrane	P56773
ATCG00720	ATCG00720.1	GO:0009579	thylakoid	P56773
ATCG00720	ATCG00720.1	GO:0016491	oxidoreductase activity	P56773
ATCG00720	ATCG00720.1	GO:0022904	respiratory electron transport chain	P56773
ATCG00720	ATCG00720.1	GO:0009507	chloroplast	P56773
ATCG00720	ATCG00720.1	GO:0009535	chloroplast thylakoid membrane	P56773
ATCG00720	ATCG00720.1	GO:0009536	plastid	P56773
ATCG00720	ATCG00720.1	GO:0009055	electron transfer activity	P56773
ATCG00720	ATCG00720.1	GO:0009579	thylakoid	P56773
ATCG00720	ATCG00720.1	GO:0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	P56773
ATCG00720	ATCG00720.1	GO:0016020	membrane	P56773
ATCG00720	ATCG00720.1	GO:0020037	heme binding	P56773
ATCG00720	ATCG00720.1	GO:0005506	iron ion binding	P56773
ATCG00720	ATCG00720.1	GO:0031224	intrinsic component of membrane	P56773
ATCG00680	ATCG00680.1	GO:0010287	plastoglobule	P56777
ATCG00680	ATCG00680.1	GO:0009534	chloroplast thylakoid	P56777
ATCG00680	ATCG00680.1	GO:0009521	photosystem	P56777
ATCG00680	ATCG00680.1	GO:0019684	photosynthesis, light reaction	P56777
ATCG00680	ATCG00680.1	GO:0016020	membrane	P56777
ATCG00680	ATCG00680.1	GO:0016021	integral component of membrane	P56777
ATCG00680	ATCG00680.1	GO:0015979	photosynthesis	P56777
ATCG00680	ATCG00680.1	GO:0009507	chloroplast	P56777
ATCG00680	ATCG00680.1	GO:0009536	plastid	P56777
ATCG00680	ATCG00680.1	GO:0009535	chloroplast thylakoid membrane	P56777
ATCG00680	ATCG00680.1	GO:0009579	thylakoid	P56777
ATCG00680	ATCG00680.1	GO:0009507	chloroplast	P56777
ATCG00680	ATCG00680.1	GO:0009535	chloroplast thylakoid membrane	P56777
ATCG00680	ATCG00680.1	GO:0009536	plastid	P56777
ATCG00680	ATCG00680.1	GO:0009579	thylakoid	P56777
ATCG00680	ATCG00680.1	GO:0009523	photosystem II	P56777
ATCG00680	ATCG00680.1	GO:0018298	protein-chromophore linkage	P56777
ATCG00680	ATCG00680.1	GO:0016168	chlorophyll binding	P56777
ATCG00680	ATCG00680.1	GO:0010207	photosystem II assembly	P56777
ATCG00680	ATCG00680.1	GO:0009767	photosynthetic electron transport chain	P56777
ATCG00680	ATCG00680.1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	P56777
ATCG00680	ATCG00680.1	GO:0009772	photosynthetic electron transport in photosystem II	P56777
ATCG00680	ATCG00680.1	GO:0005515	protein binding	P56777
ATCG00680	ATCG00680.1	GO:0016020	membrane	P56777
ATCG00280	ATCG00280.1	GO:0009533	chloroplast stromal thylakoid	P56778
ATCG00280	ATCG00280.1	GO:0010287	plastoglobule	P56778
ATCG00280	ATCG00280.1	GO:0009534	chloroplast thylakoid	P56778
ATCG00280	ATCG00280.1	GO:0009521	photosystem	P56778
ATCG00280	ATCG00280.1	GO:0019684	photosynthesis, light reaction	P56778
ATCG00280	ATCG00280.1	GO:0046872	metal ion binding	P56778
ATCG00280	ATCG00280.1	GO:0016020	membrane	P56778
ATCG00280	ATCG00280.1	GO:0016021	integral component of membrane	P56778
ATCG00280	ATCG00280.1	GO:0015979	photosynthesis	P56778
ATCG00280	ATCG00280.1	GO:0009507	chloroplast	P56778
ATCG00280	ATCG00280.1	GO:0009536	plastid	P56778
ATCG00280	ATCG00280.1	GO:0009535	chloroplast thylakoid membrane	P56778
ATCG00280	ATCG00280.1	GO:0009579	thylakoid	P56778
ATCG00280	ATCG00280.1	GO:0009507	chloroplast	P56778
ATCG00280	ATCG00280.1	GO:0009535	chloroplast thylakoid membrane	P56778
ATCG00280	ATCG00280.1	GO:0009536	plastid	P56778
ATCG00280	ATCG00280.1	GO:0009579	thylakoid	P56778
ATCG00280	ATCG00280.1	GO:0009523	photosystem II	P56778
ATCG00280	ATCG00280.1	GO:0018298	protein-chromophore linkage	P56778
ATCG00280	ATCG00280.1	GO:0016168	chlorophyll binding	P56778
ATCG00280	ATCG00280.1	GO:0009767	photosynthetic electron transport chain	P56778
ATCG00280	ATCG00280.1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	P56778
ATCG00280	ATCG00280.1	GO:0009772	photosynthetic electron transport in photosystem II	P56778
ATCG00280	ATCG00280.1	GO:0005515	protein binding	P56778
ATCG00280	ATCG00280.1	GO:0009539	photosystem II reaction center	P56778
ATCG00280	ATCG00280.1	GO:0016020	membrane	P56778
ATCG00580	ATCG00580.1	GO:0019684	photosynthesis, light reaction	P56779
ATCG00580	ATCG00580.1	GO:0046872	metal ion binding	P56779
ATCG00580	ATCG00580.1	GO:0016020	membrane	P56779
ATCG00580	ATCG00580.1	GO:0016021	integral component of membrane	P56779
ATCG00580	ATCG00580.1	GO:0015979	photosynthesis	P56779
ATCG00580	ATCG00580.1	GO:0055114	oxidation-reduction process	P56779
ATCG00580	ATCG00580.1	GO:0009507	chloroplast	P56779
ATCG00580	ATCG00580.1	GO:0009536	plastid	P56779
ATCG00580	ATCG00580.1	GO:0009535	chloroplast thylakoid membrane	P56779
ATCG00580	ATCG00580.1	GO:0009579	thylakoid	P56779
ATCG00580	ATCG00580.1	GO:0020037	heme binding	P56779
ATCG00580	ATCG00580.1	GO:0009055	electron transfer activity	P56779
ATCG00580	ATCG00580.1	GO:0009523	photosystem II	P56779
ATCG00580	ATCG00580.1	GO:0005506	iron ion binding	P56779
ATCG00580	ATCG00580.1	GO:0009767	photosynthetic electron transport chain	P56779
ATCG00580	ATCG00580.1	GO:0009539	photosystem II reaction center	P56779
ATCG01280	ATCG01280.1	GO:0045037	protein import into chloroplast stroma	P56786
ATCG01280	ATCG01280.1	GO:0009941	chloroplast envelope	P56786
ATCG01280	ATCG01280.1	GO:0009570	chloroplast stroma	P56786
ATCG01280	ATCG01280.1	GO:0009507	chloroplast	P56786
ATCG01280	ATCG01280.1	GO:0009536	plastid	P56786
ATCG01280	ATCG01280.1	GO:0000166	nucleotide binding	P56786
ATCG01280	ATCG01280.1	GO:0005524	ATP binding	P56786
ATCG01280	ATCG01280.1	GO:0009507	chloroplast	P56786
ATCG01280	ATCG01280.1	GO:0009507	chloroplast	P56786
ATCG01280	ATCG01280.1	GO:0009536	plastid	P56786
ATCG01280	ATCG01280.1	GO:0005515	protein binding	P56786
ATCG01280	ATCG01280.1	GO:0016020	membrane	P56786
ATCG01280	ATCG01280.1	GO:0016464	chloroplast protein-transporting ATPase activity	P56786
ATCG01280	ATCG01280.1	GO:0062091	Ycf2/FtsHi complex	P56786
ATCG00860	ATCG00860.1	GO:0045037	protein import into chloroplast stroma	P56786
ATCG00860	ATCG00860.1	GO:0009941	chloroplast envelope	P56786
ATCG00860	ATCG00860.1	GO:0009570	chloroplast stroma	P56786
ATCG00860	ATCG00860.1	GO:0009507	chloroplast	P56786
ATCG00860	ATCG00860.1	GO:0009536	plastid	P56786
ATCG00860	ATCG00860.1	GO:0000166	nucleotide binding	P56786
ATCG00860	ATCG00860.1	GO:0005524	ATP binding	P56786
ATCG00860	ATCG00860.1	GO:0009507	chloroplast	P56786
ATCG00860	ATCG00860.1	GO:0009507	chloroplast	P56786
ATCG00860	ATCG00860.1	GO:0009536	plastid	P56786
ATCG00860	ATCG00860.1	GO:0005515	protein binding	P56786
ATCG00860	ATCG00860.1	GO:0016020	membrane	P56786
ATCG00860	ATCG00860.1	GO:0016464	chloroplast protein-transporting ATPase activity	P56786
ATCG00860	ATCG00860.1	GO:0062091	Ycf2/FtsHi complex	P56786
ATCG00830	ATCG00830.1	GO:0032543	mitochondrial translation	P56791
ATCG00830	ATCG00830.1	GO:0009941	chloroplast envelope	P56791
ATCG00830	ATCG00830.1	GO:0009570	chloroplast stroma	P56791
ATCG00830	ATCG00830.1	GO:0005762	mitochondrial large ribosomal subunit	P56791
ATCG00830	ATCG00830.1	GO:0009507	chloroplast	P56791
ATCG00830	ATCG00830.1	GO:0009536	plastid	P56791
ATCG00830	ATCG00830.1	GO:0003735	structural constituent of ribosome	P56791
ATCG00830	ATCG00830.1	GO:0006412	translation	P56791
ATCG00830	ATCG00830.1	GO:0005840	ribosome	P56791
ATCG00830	ATCG00830.1	GO:0003723	RNA binding	P56791
ATCG00830	ATCG00830.1	GO:0016740	transferase activity	P56791
ATCG00830	ATCG00830.1	GO:0009507	chloroplast	P56791
ATCG00830	ATCG00830.1	GO:0015934	large ribosomal subunit	P56791
ATCG00830	ATCG00830.1	GO:0009536	plastid	P56791
ATCG00830	ATCG00830.1	GO:0003729	mRNA binding	P56791
ATCG00830	ATCG00830.1	GO:0019843	rRNA binding	P56791
ATCG00830	ATCG00830.1	GO:0003723	RNA binding	P56791
ATCG00830	ATCG00830.1	GO:0003735	structural constituent of ribosome	P56791
ATCG00830	ATCG00830.1	GO:0016020	membrane	P56791
ATCG01310	ATCG01310.1	GO:0032543	mitochondrial translation	P56791
ATCG01310	ATCG01310.1	GO:0009941	chloroplast envelope	P56791
ATCG01310	ATCG01310.1	GO:0009570	chloroplast stroma	P56791
ATCG01310	ATCG01310.1	GO:0005762	mitochondrial large ribosomal subunit	P56791
ATCG01310	ATCG01310.1	GO:0009507	chloroplast	P56791
ATCG01310	ATCG01310.1	GO:0009536	plastid	P56791
ATCG01310	ATCG01310.1	GO:0003735	structural constituent of ribosome	P56791
ATCG01310	ATCG01310.1	GO:0006412	translation	P56791
ATCG01310	ATCG01310.1	GO:0005840	ribosome	P56791
ATCG01310	ATCG01310.1	GO:0003723	RNA binding	P56791
ATCG01310	ATCG01310.1	GO:0016740	transferase activity	P56791
ATCG01310	ATCG01310.1	GO:0009507	chloroplast	P56791
ATCG01310	ATCG01310.1	GO:0015934	large ribosomal subunit	P56791
ATCG01310	ATCG01310.1	GO:0009536	plastid	P56791
ATCG01310	ATCG01310.1	GO:0003729	mRNA binding	P56791
ATCG01310	ATCG01310.1	GO:0019843	rRNA binding	P56791
ATCG01310	ATCG01310.1	GO:0003723	RNA binding	P56791
ATCG01310	ATCG01310.1	GO:0003735	structural constituent of ribosome	P56791
ATCG01310	ATCG01310.1	GO:0016020	membrane	P56791
ATCG00160	ATCG00160.1	GO:0009570	chloroplast stroma	P56797
ATCG00160	ATCG00160.1	GO:0009507	chloroplast	P56797
ATCG00160	ATCG00160.1	GO:0009536	plastid	P56797
ATCG00160	ATCG00160.1	GO:0003735	structural constituent of ribosome	P56797
ATCG00160	ATCG00160.1	GO:0006412	translation	P56797
ATCG00160	ATCG00160.1	GO:0005840	ribosome	P56797
ATCG00160	ATCG00160.1	GO:0015935	small ribosomal subunit	P56797
ATCG00160	ATCG00160.1	GO:0009507	chloroplast	P56797
ATCG00160	ATCG00160.1	GO:0009536	plastid	P56797
ATCG00160	ATCG00160.1	GO:0003735	structural constituent of ribosome	P56797
ATCG00160	ATCG00160.1	GO:0005763	mitochondrial small ribosomal subunit	P56797
ATCG00160	ATCG00160.1	GO:0016020	membrane	P56797
AT3G27360	AT3G27360.1	GO:0031492	nucleosomal DNA binding	P59226
AT3G27360	AT3G27360.1	GO:0003677	DNA binding	P59226
AT3G27360	AT3G27360.1	GO:0005634	nucleus	P59226
AT3G27360	AT3G27360.1	GO:0046982	protein heterodimerization activity	P59226
AT3G27360	AT3G27360.1	GO:0005829	cytosol	P59226
AT3G27360	AT3G27360.1	GO:0009536	plastid	P59226
AT3G27360	AT3G27360.1	GO:0005886	plasma membrane	P59226
AT3G27360	AT3G27360.1	GO:0000786	nucleosome	P59226
AT3G27360	AT3G27360.1	GO:0005694	chromosome	P59226
AT3G27360	AT3G27360.1	GO:0005515	protein binding	P59226
AT3G27360	AT3G27360.1	GO:0005634	nucleus	P59226
AT3G27360	AT3G27360.1	GO:0010369	chromocenter	P59226
AT3G27360	AT3G27360.1	GO:0005576	extracellular region	P59226
AT3G27360	AT3G27360.1	GO:0000786	nucleosome	P59226
AT3G27360	AT3G27360.1	GO:0006334	nucleosome assembly	P59226
AT5G10400	AT5G10400.1	GO:0031492	nucleosomal DNA binding	P59226
AT5G10400	AT5G10400.1	GO:0003677	DNA binding	P59226
AT5G10400	AT5G10400.1	GO:0005634	nucleus	P59226
AT5G10400	AT5G10400.1	GO:0046982	protein heterodimerization activity	P59226
AT5G10400	AT5G10400.1	GO:0005829	cytosol	P59226
AT5G10400	AT5G10400.1	GO:0009536	plastid	P59226
AT5G10400	AT5G10400.1	GO:0005886	plasma membrane	P59226
AT5G10400	AT5G10400.1	GO:0000786	nucleosome	P59226
AT5G10400	AT5G10400.1	GO:0005694	chromosome	P59226
AT5G10400	AT5G10400.1	GO:0005515	protein binding	P59226
AT5G10400	AT5G10400.1	GO:0005634	nucleus	P59226
AT5G10400	AT5G10400.1	GO:0010369	chromocenter	P59226
AT5G10400	AT5G10400.1	GO:0005576	extracellular region	P59226
AT5G10400	AT5G10400.1	GO:0000786	nucleosome	P59226
AT5G10400	AT5G10400.1	GO:0006334	nucleosome assembly	P59226
AT5G10390	AT5G10390.1	GO:0031492	nucleosomal DNA binding	P59226
AT5G10390	AT5G10390.1	GO:0003677	DNA binding	P59226
AT5G10390	AT5G10390.1	GO:0005634	nucleus	P59226
AT5G10390	AT5G10390.1	GO:0046982	protein heterodimerization activity	P59226
AT5G10390	AT5G10390.1	GO:0005829	cytosol	P59226
AT5G10390	AT5G10390.1	GO:0009536	plastid	P59226
AT5G10390	AT5G10390.1	GO:0005886	plasma membrane	P59226
AT5G10390	AT5G10390.1	GO:0000786	nucleosome	P59226
AT5G10390	AT5G10390.1	GO:0005694	chromosome	P59226
AT5G10390	AT5G10390.1	GO:0005515	protein binding	P59226
AT5G10390	AT5G10390.1	GO:0005634	nucleus	P59226
AT5G10390	AT5G10390.1	GO:0010369	chromocenter	P59226
AT5G10390	AT5G10390.1	GO:0005576	extracellular region	P59226
AT5G10390	AT5G10390.1	GO:0000786	nucleosome	P59226
AT5G10390	AT5G10390.1	GO:0006334	nucleosome assembly	P59226
AT5G65360	AT5G65360.1	GO:0031492	nucleosomal DNA binding	P59226
AT5G65360	AT5G65360.1	GO:0003677	DNA binding	P59226
AT5G65360	AT5G65360.1	GO:0005634	nucleus	P59226
AT5G65360	AT5G65360.1	GO:0046982	protein heterodimerization activity	P59226
AT5G65360	AT5G65360.1	GO:0005829	cytosol	P59226
AT5G65360	AT5G65360.1	GO:0009536	plastid	P59226
AT5G65360	AT5G65360.1	GO:0005886	plasma membrane	P59226
AT5G65360	AT5G65360.1	GO:0000786	nucleosome	P59226
AT5G65360	AT5G65360.1	GO:0005694	chromosome	P59226
AT5G65360	AT5G65360.1	GO:0005515	protein binding	P59226
AT5G65360	AT5G65360.1	GO:0005634	nucleus	P59226
AT5G65360	AT5G65360.1	GO:0010369	chromocenter	P59226
AT5G65360	AT5G65360.1	GO:0005576	extracellular region	P59226
AT5G65360	AT5G65360.1	GO:0000786	nucleosome	P59226
AT5G65360	AT5G65360.1	GO:0006334	nucleosome assembly	P59226
AT1G09200	AT1G09200.1	GO:0031492	nucleosomal DNA binding	P59226
AT1G09200	AT1G09200.1	GO:0003677	DNA binding	P59226
AT1G09200	AT1G09200.1	GO:0005634	nucleus	P59226
AT1G09200	AT1G09200.1	GO:0046982	protein heterodimerization activity	P59226
AT1G09200	AT1G09200.1	GO:0005829	cytosol	P59226
AT1G09200	AT1G09200.1	GO:0009536	plastid	P59226
AT1G09200	AT1G09200.1	GO:0005886	plasma membrane	P59226
AT1G09200	AT1G09200.1	GO:0000786	nucleosome	P59226
AT1G09200	AT1G09200.1	GO:0005694	chromosome	P59226
AT1G09200	AT1G09200.1	GO:0005515	protein binding	P59226
AT1G09200	AT1G09200.1	GO:0005634	nucleus	P59226
AT1G09200	AT1G09200.1	GO:0010369	chromocenter	P59226
AT1G09200	AT1G09200.1	GO:0005576	extracellular region	P59226
AT1G09200	AT1G09200.1	GO:0000786	nucleosome	P59226
AT1G09200	AT1G09200.1	GO:0006334	nucleosome assembly	P59226
ATMG01360	ATMG01360.1	GO:0006119	oxidative phosphorylation	P60620
ATMG01360	ATMG01360.1	GO:0046872	metal ion binding	P60620
ATMG01360	ATMG01360.1	GO:0016020	membrane	P60620
ATMG01360	ATMG01360.1	GO:0016021	integral component of membrane	P60620
ATMG01360	ATMG01360.1	GO:0016491	oxidoreductase activity	P60620
ATMG01360	ATMG01360.1	GO:0055114	oxidation-reduction process	P60620
ATMG01360	ATMG01360.1	GO:0005739	mitochondrion	P60620
ATMG01360	ATMG01360.1	GO:1902600	proton transmembrane transport	P60620
ATMG01360	ATMG01360.1	GO:0020037	heme binding	P60620
ATMG01360	ATMG01360.1	GO:0005743	mitochondrial inner membrane	P60620
ATMG01360	ATMG01360.1	GO:0004129	cytochrome-c oxidase activity	P60620
ATMG01360	ATMG01360.1	GO:0022900	electron transport chain	P60620
ATMG01360	ATMG01360.1	GO:0070469	respirasome	P60620
ATMG01360	ATMG01360.1	GO:0009060	aerobic respiration	P60620
ATMG01360	ATMG01360.1	GO:0009060	aerobic respiration	P60620
ATMG01360	ATMG01360.1	GO:0045277	respiratory chain complex IV	P60620
ATMG01360	ATMG01360.1	GO:0022904	respiratory electron transport chain	P60620
ATMG01360	ATMG01360.1	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	P60620
ATMG01360	ATMG01360.1	GO:0015990	electron transport coupled proton transport	P60620
ATMG01360	ATMG01360.1	GO:0004129	cytochrome-c oxidase activity	P60620
ATMG01360	ATMG01360.1	GO:0005751	mitochondrial respiratory chain complex IV	P60620
ATMG01360	ATMG01360.1	GO:0015990	electron transport coupled proton transport	P60620
ATMG01360	ATMG01360.1	GO:0005886	plasma membrane	P60620
ATCG00020	ATCG00020.1	GO:0009635	response to herbicide	P83755
ATCG00020	ATCG00020.1	GO:0010287	plastoglobule	P83755
ATCG00020	ATCG00020.1	GO:0009534	chloroplast thylakoid	P83755
ATCG00020	ATCG00020.1	GO:0019684	photosynthesis, light reaction	P83755
ATCG00020	ATCG00020.1	GO:0046872	metal ion binding	P83755
ATCG00020	ATCG00020.1	GO:0016020	membrane	P83755
ATCG00020	ATCG00020.1	GO:0016021	integral component of membrane	P83755
ATCG00020	ATCG00020.1	GO:0016491	oxidoreductase activity	P83755
ATCG00020	ATCG00020.1	GO:0015979	photosynthesis	P83755
ATCG00020	ATCG00020.1	GO:0055114	oxidation-reduction process	P83755
ATCG00020	ATCG00020.1	GO:0009507	chloroplast	P83755
ATCG00020	ATCG00020.1	GO:0009536	plastid	P83755
ATCG00020	ATCG00020.1	GO:0009535	chloroplast thylakoid membrane	P83755
ATCG00020	ATCG00020.1	GO:0009579	thylakoid	P83755
ATCG00020	ATCG00020.1	GO:0009507	chloroplast	P83755
ATCG00020	ATCG00020.1	GO:0009535	chloroplast thylakoid membrane	P83755
ATCG00020	ATCG00020.1	GO:0009536	plastid	P83755
ATCG00020	ATCG00020.1	GO:0009055	electron transfer activity	P83755
ATCG00020	ATCG00020.1	GO:0009579	thylakoid	P83755
ATCG00020	ATCG00020.1	GO:0005515	protein binding	P83755
ATCG00020	ATCG00020.1	GO:0005506	iron ion binding	P83755
ATCG00020	ATCG00020.1	GO:0018298	protein-chromophore linkage	P83755
ATCG00020	ATCG00020.1	GO:0016168	chlorophyll binding	P83755
ATCG00020	ATCG00020.1	GO:0009523	photosystem II	P83755
ATCG00020	ATCG00020.1	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	P83755
ATCG00020	ATCG00020.1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	P83755
ATCG00020	ATCG00020.1	GO:0009772	photosynthetic electron transport in photosystem II	P83755
ATCG00020	ATCG00020.1	GO:0016168	chlorophyll binding	P83755
ATCG00020	ATCG00020.1	GO:0009535	chloroplast thylakoid membrane	P83755
ATCG00020	ATCG00020.1	GO:0016020	membrane	P83755
ATCG00020	ATCG00020.1	GO:0009523	photosystem II	P83755
ATMG00750	ATMG00750.1	GO:0008150	biological_process	P92516
ATMG00750	ATMG00750.1	GO:0003674	molecular_function	P92516
ATMG00750	ATMG00750.1	GO:0003676	nucleic acid binding	P92516
ATMG00750	ATMG00750.1	GO:0005739	mitochondrion	P92516
ATMG00750	ATMG00750.1	GO:0015074	DNA integration	P92516
ATMG00810	ATMG00810.1	GO:0000943	retrotransposon nucleocapsid	P92519
ATMG00810	ATMG00810.1	GO:0008150	biological_process	P92519
ATMG00810	ATMG00810.1	GO:0003674	molecular_function	P92519
ATMG00810	ATMG00810.1	GO:0003676	nucleic acid binding	P92519
ATMG00810	ATMG00810.1	GO:0005739	mitochondrion	P92519
ATMG00810	ATMG00810.1	GO:0015074	DNA integration	P92519
ATMG00820	ATMG00820.1	GO:0000943	retrotransposon nucleocapsid	P92520
ATMG00820	ATMG00820.1	GO:0008150	biological_process	P92520
ATMG00820	ATMG00820.1	GO:0003674	molecular_function	P92520
ATMG00820	ATMG00820.1	GO:0006278	RNA-dependent DNA biosynthetic process	P92520
ATMG00820	ATMG00820.1	GO:0003676	nucleic acid binding	P92520
ATMG00820	ATMG00820.1	GO:0016020	membrane	P92520
ATMG00820	ATMG00820.1	GO:0016021	integral component of membrane	P92520
ATMG00820	ATMG00820.1	GO:0005739	mitochondrion	P92520
ATMG00820	ATMG00820.1	GO:0008270	zinc ion binding	P92520
ATMG00820	ATMG00820.1	GO:0015074	DNA integration	P92520
ATMG00820	ATMG00820.1	GO:0003964	RNA-directed DNA polymerase activity	P92520
ATMG00850	ATMG00850.1	GO:0008150	biological_process	P92522
ATMG00850	ATMG00850.1	GO:0003674	molecular_function	P92522
ATMG00850	ATMG00850.1	GO:0005739	mitochondrion	P92522
ATMG00860	ATMG00860.1	GO:0008150	biological_process	P92523
ATMG00860	ATMG00860.1	GO:0003674	molecular_function	P92523
ATMG00860	ATMG00860.1	GO:0006278	RNA-dependent DNA biosynthetic process	P92523
ATMG00860	ATMG00860.1	GO:0003676	nucleic acid binding	P92523
ATMG00860	ATMG00860.1	GO:0006508	proteolysis	P92523
ATMG00860	ATMG00860.1	GO:0005739	mitochondrion	P92523
ATMG00860	ATMG00860.1	GO:0005634	nucleus	P92523
ATMG00860	ATMG00860.1	GO:0004190	aspartic-type endopeptidase activity	P92523
ATMG00860	ATMG00860.1	GO:0008270	zinc ion binding	P92523
ATMG00860	ATMG00860.1	GO:0015074	DNA integration	P92523
ATMG00860	ATMG00860.1	GO:0008234	cysteine-type peptidase activity	P92523
ATMG00860	ATMG00860.1	GO:0003964	RNA-directed DNA polymerase activity	P92523
AT2G07771	AT2G07771.2	GO:0017004	cytochrome complex assembly	P92527
AT2G07771	AT2G07771.2	GO:0016020	membrane	P92527
AT2G07771	AT2G07771.2	GO:0016021	integral component of membrane	P92527
AT2G07771	AT2G07771.2	GO:0005739	mitochondrion	P92527
AT2G07771	AT2G07771.2	GO:0020037	heme binding	P92527
